50;You Oughta Know (Alternate);Jagged Little Pill;Alanis Morissette
51;We Die Young;Facelift;Alice In Chains
52;Man In The Box;Facelift;Alice In Chains
53;Sea Of Sorrow;Facelift;Alice In Chains
54;Bleed The Freak;Facelift;Alice In Chains
55;I Can't Remember;Facelift;Alice In Chains
56;Love, Hate, Love;Facelift;Alice In Chains
57;It Ain't Like That;Facelift;Alice In Chains
58;Sunshine;Facelift;Alice In Chains
59;Put You Down;Facelift;Alice In Chains
60;Confusion;Facelift;Alice In Chains
61;I Know Somethin (Bout You);Facelift;Alice In Chains
62;Real Thing;Facelift;Alice In Chains
63;Desafinado;Warner 25 Anos;Antônio Carlos Jobim
64;Garota De Ipanema;Warner 25 Anos;Antônio Carlos Jobim
65;Samba De Uma Nota Só (One Note Samba);Warner 25 Anos;Antônio Carlos Jobim
66;Por Causa De Você;Warner 25 Anos;Antônio Carlos Jobim
67;Ligia;Warner 25 Anos;Antônio Carlos Jobim
68;Fotografia;Warner 25 Anos;Antônio Carlos Jobim
69;Dindi (Dindi);Warner 25 Anos;Antônio Carlos Jobim
70;Se Todos Fossem Iguais A Você (Instrumental);Warner 25 Anos;Antônio Carlos Jobim
71;Falando De Amor;Warner 25 Anos;Antônio Carlos Jobim
72;Angela;Warner 25 Anos;Antônio Carlos Jobim
73;Corcovado (Quiet Nights Of Quiet Stars);Warner 25 Anos;Antônio Carlos Jobim
74;Outra Vez;Warner 25 Anos;Antônio Carlos Jobim
75;O Boto (Bôto);Warner 25 Anos;Antônio Carlos Jobim
76;Canta, Canta Mais;Warner 25 Anos;Antônio Carlos Jobim
77;Enter Sandman;Plays Metallica By Four Cellos;Apocalyptica
78;Master Of Puppets;Plays Metallica By Four Cellos;Apocalyptica
79;Harvester Of Sorrow;Plays Metallica By Four Cellos;Apocalyptica
80;The Unforgiven;Plays Metallica By Four Cellos;Apocalyptica
81;Sad But True;Plays Metallica By Four Cellos;Apocalyptica
82;Creeping Death;Plays Metallica By Four Cellos;Apocalyptica
83;Wherever I May Roam;Plays Metallica By Four Cellos;Apocalyptica
84;Welcome Home (Sanitarium);Plays Metallica By Four Cellos;Apocalyptica
85;Cochise;Audioslave;Audioslave
86;Show Me How to Live;Audioslave;Audioslave
87;Gasoline;Audioslave;Audioslave
88;What You Are;Audioslave;Audioslave
89;Like a Stone;Audioslave;Audioslave
90;Set It Off;Audioslave;Audioslave
91;Shadow on the Sun;Audioslave;Audioslave
92;I am the Highway;Audioslave;Audioslave
93;Exploder;Audioslave;Audioslave
94;Hypnotize;Audioslave;Audioslave
95;Bring'em Back Alive;Audioslave;Audioslave
96;Light My Way;Audioslave;Audioslave
97;Getaway Car;Audioslave;Audioslave
98;The Last Remaining Light;Audioslave;Audioslave
99;Your Time Has Come;Out Of Exile;Audioslave
100;Out Of Exile;Out Of Exile;Audioslave
101;Be Yourself;Out Of Exile;Audioslave
102;Doesn't Remind Me;Out Of Exile;Audioslave
103;Drown Me Slowly;Out Of Exile;Audioslave
104;Heaven's Dead;Out Of Exile;Audioslave
105;The Worm;Out Of Exile;Audioslave
106;Man Or Animal;Out Of Exile;Audioslave
107;Yesterday To Tomorrow;Out Of Exile;Audioslave
108;Dandelion;Out Of Exile;Audioslave
109;#1 Zero;Out Of Exile;Audioslave
110;The Curse;Out Of Exile;Audioslave
111;Money;BackBeat Soundtrack;BackBeat
112;Long Tall Sally;BackBeat Soundtrack;BackBeat
113;Bad Boy;BackBeat Soundtrack;BackBeat
114;Twist And Shout;BackBeat Soundtrack;BackBeat
115;Please Mr. Postman;BackBeat Soundtrack;BackBeat
116;C'Mon Everybody;BackBeat Soundtrack;BackBeat
117;Rock 'N' Roll Music;BackBeat Soundtrack;BackBeat
118;Slow Down;BackBeat Soundtrack;BackBeat
119;Roadrunner;BackBeat Soundtrack;BackBeat
120;Carol;BackBeat Soundtrack;BackBeat
121;Good Golly Miss Molly;BackBeat Soundtrack;BackBeat
122;20 Flight Rock;BackBeat Soundtrack;BackBeat
123;Quadrant;The Best Of Billy Cobham;Billy Cobham
124;Snoopy's search-Red baron;The Best Of Billy Cobham;Billy Cobham
125;"Spanish moss-""A sound portrait""-Spanish moss";The Best Of Billy Cobham;Billy Cobham
126;Moon germs;The Best Of Billy Cobham;Billy Cobham
127;Stratus;The Best Of Billy Cobham;Billy Cobham
128;The pleasant pheasant;The Best Of Billy Cobham;Billy Cobham
129;Solo-Panhandler;The Best Of Billy Cobham;Billy Cobham
130;Do what cha wanna;The Best Of Billy Cobham;Billy Cobham
131;Intro/ Low Down;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
132;13 Years Of Grief;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
133;Stronger Than Death;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
134;All For You;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
135;Super Terrorizer;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
136;Phoney Smile Fake Hellos;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
137;Lost My Better Half;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
138;Bored To Tears;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
139;A.N.D.R.O.T.A.Z.;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
140;Born To Booze;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
141;World Of Trouble;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
142;No More Tears;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
143;The Begining... At Last;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society
144;Heart Of Gold;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society
145;Snowblind;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society
146;Like A Bird;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society
147;Blood In The Wall;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society
148;The Beginning...At Last;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society
149;Black Sabbath;Black Sabbath;Black Sabbath
150;The Wizard;Black Sabbath;Black Sabbath
151;Behind The Wall Of Sleep;Black Sabbath;Black Sabbath
152;N.I.B.;Black Sabbath;Black Sabbath
153;Evil Woman;Black Sabbath;Black Sabbath
154;Sleeping Village;Black Sabbath;Black Sabbath
155;Warning;Black Sabbath;Black Sabbath
156;Wheels Of Confusion / The Straightener;Black Sabbath Vol. 4 (Remaster);Black Sabbath
157;Tomorrow's Dream;Black Sabbath Vol. 4 (Remaster);Black Sabbath
158;Changes;Black Sabbath Vol. 4 (Remaster);Black Sabbath
159;FX;Black Sabbath Vol. 4 (Remaster);Black Sabbath
160;Supernaut;Black Sabbath Vol. 4 (Remaster);Black Sabbath
161;Snowblind;Black Sabbath Vol. 4 (Remaster);Black Sabbath
162;Cornucopia;Black Sabbath Vol. 4 (Remaster);Black Sabbath
163;Laguna Sunrise;Black Sabbath Vol. 4 (Remaster);Black Sabbath
164;St. Vitus Dance;Black Sabbath Vol. 4 (Remaster);Black Sabbath
165;Under The Sun/Every Day Comes and Goes;Black Sabbath Vol. 4 (Remaster);Black Sabbath
166;Smoked Pork;Body Count;Body Count
167;Body Count's In The House;Body Count;Body Count
168;Now Sports;Body Count;Body Count
169;Body Count;Body Count;Body Count
170;A Statistic;Body Count;Body Count
171;Bowels Of The Devil;Body Count;Body Count
172;The Real Problem;Body Count;Body Count
173;KKK Bitch;Body Count;Body Count
174;D Note;Body Count;Body Count
175;Voodoo;Body Count;Body Count
176;The Winner Loses;Body Count;Body Count
177;There Goes The Neighborhood;Body Count;Body Count
178;Oprah;Body Count;Body Count
179;Evil Dick;Body Count;Body Count
180;Body Count Anthem;Body Count;Body Count
181;Momma's Gotta Die Tonight;Body Count;Body Count
182;Freedom Of Speech;Body Count;Body Count
183;King In Crimson;Chemical Wedding;Bruce Dickinson
184;Chemical Wedding;Chemical Wedding;Bruce Dickinson
185;The Tower;Chemical Wedding;Bruce Dickinson
186;Killing Floor;Chemical Wedding;Bruce Dickinson
187;Book Of Thel;Chemical Wedding;Bruce Dickinson
188;Gates Of Urizen;Chemical Wedding;Bruce Dickinson
189;Jerusalem;Chemical Wedding;Bruce Dickinson
190;Trupets Of Jericho;Chemical Wedding;Bruce Dickinson
191;Machine Men;Chemical Wedding;Bruce Dickinson
192;The Alchemist;Chemical Wedding;Bruce Dickinson
193;Realword;Chemical Wedding;Bruce Dickinson
194;First Time I Met The Blues;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
195;Let Me Love You Baby;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
196;Stone Crazy;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
197;Pretty Baby;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
198;When My Left Eye Jumps;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
199;Leave My Girl Alone;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
200;She Suits Me To A Tee;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
201;Keep It To Myself (Aka Keep It To Yourself);The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
202;My Time After Awhile;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
203;Too Many Ways (Alternate);The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
204;Talkin' 'Bout Women Obviously;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy
205;Jorge Da Capadócia;Prenda Minha;Caetano Veloso
206;Prenda Minha;Prenda Minha;Caetano Veloso
207;Meditação;Prenda Minha;Caetano Veloso
208;Terra;Prenda Minha;Caetano Veloso
209;Eclipse Oculto;Prenda Minha;Caetano Veloso
210;"Texto ""Verdade Tropical""";Prenda Minha;Caetano Veloso
211;Bem Devagar;Prenda Minha;Caetano Veloso
212;Drão;Prenda Minha;Caetano Veloso
213;Saudosismo;Prenda Minha;Caetano Veloso
214;Carolina;Prenda Minha;Caetano Veloso
215;Sozinho;Prenda Minha;Caetano Veloso
216;Esse Cara;Prenda Minha;Caetano Veloso
217;Mel;Prenda Minha;Caetano Veloso
218;Linha Do Equador;Prenda Minha;Caetano Veloso
219;Odara;Prenda Minha;Caetano Veloso
220;A Luz De Tieta;Prenda Minha;Caetano Veloso
221;Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu;Prenda Minha;Caetano Veloso
222;Vida Boa;Prenda Minha;Caetano Veloso
223;Sozinho (Hitmakers Classic Mix);Sozinho Remix Ao Vivo;Caetano Veloso
224;Sozinho (Hitmakers Classic Radio Edit);Sozinho Remix Ao Vivo;Caetano Veloso
225;Sozinho (Caêdrum 'n' Bass);Sozinho Remix Ao Vivo;Caetano Veloso
226;Carolina;Minha Historia;Chico Buarque
227;Essa Moça Ta Diferente;Minha Historia;Chico Buarque
228;Vai Passar;Minha Historia;Chico Buarque
229;Samba De Orly;Minha Historia;Chico Buarque
230;Bye, Bye Brasil;Minha Historia;Chico Buarque
231;Atras Da Porta;Minha Historia;Chico Buarque
232;Tatuagem;Minha Historia;Chico Buarque
233;O Que Será (À Flor Da Terra);Minha Historia;Chico Buarque
234;Morena De Angola;Minha Historia;Chico Buarque
235;Apesar De Você;Minha Historia;Chico Buarque
236;A Banda;Minha Historia;Chico Buarque
237;Minha Historia;Minha Historia;Chico Buarque
238;Com Açúcar E Com Afeto;Minha Historia;Chico Buarque
239;Brejo Da Cruz;Minha Historia;Chico Buarque
240;Meu Caro Amigo;Minha Historia;Chico Buarque
241;Geni E O Zepelim;Minha Historia;Chico Buarque
242;Trocando Em Miúdos;Minha Historia;Chico Buarque
243;Vai Trabalhar Vagabundo;Minha Historia;Chico Buarque
244;Gota D'água;Minha Historia;Chico Buarque
245;Construção / Deus Lhe Pague;Minha Historia;Chico Buarque
246;Mateus Enter;Afrociberdelia;Chico Science & Nação Zumbi
247;O Cidadão Do Mundo;Afrociberdelia;Chico Science & Nação Zumbi
248;Etnia;Afrociberdelia;Chico Science & Nação Zumbi
249;Quilombo Groove [Instrumental];Afrociberdelia;Chico Science & Nação Zumbi
250;Macô;Afrociberdelia;Chico Science & Nação Zumbi
251;Um Passeio No Mundo Livre;Afrociberdelia;Chico Science & Nação Zumbi
252;Samba Do Lado;Afrociberdelia;Chico Science & Nação Zumbi
253;Maracatu Atômico;Afrociberdelia;Chico Science & Nação Zumbi
254;O Encontro De Isaac Asimov Com Santos Dumont No Céu;Afrociberdelia;Chico Science & Nação Zumbi
255;Corpo De Lama;Afrociberdelia;Chico Science & Nação Zumbi
256;Sobremesa;Afrociberdelia;Chico Science & Nação Zumbi
257;Manguetown;Afrociberdelia;Chico Science & Nação Zumbi
258;Um Satélite Na Cabeça;Afrociberdelia;Chico Science & Nação Zumbi
259;Baião Ambiental [Instrumental];Afrociberdelia;Chico Science & Nação Zumbi
260;Sangue De Bairro;Afrociberdelia;Chico Science & Nação Zumbi
261;Enquanto O Mundo Explode;Afrociberdelia;Chico Science & Nação Zumbi
262;Interlude Zumbi;Afrociberdelia;Chico Science & Nação Zumbi
263;Criança De Domingo;Afrociberdelia;Chico Science & Nação Zumbi
264;Amor De Muito;Afrociberdelia;Chico Science & Nação Zumbi
265;Samidarish [Instrumental];Afrociberdelia;Chico Science & Nação Zumbi
266;Maracatu Atômico [Atomic Version];Afrociberdelia;Chico Science & Nação Zumbi
267;Maracatu Atômico [Ragga Mix];Afrociberdelia;Chico Science & Nação Zumbi
268;Maracatu Atômico [Trip Hop];Afrociberdelia;Chico Science & Nação Zumbi
269;Banditismo Por Uma Questa;Da Lama Ao Caos;Chico Science & Nação Zumbi
270;Banditismo Por Uma Questa;Da Lama Ao Caos;Chico Science & Nação Zumbi
271;Rios Pontes & Overdrives;Da Lama Ao Caos;Chico Science & Nação Zumbi
272;Cidade;Da Lama Ao Caos;Chico Science & Nação Zumbi
273;Praiera;Da Lama Ao Caos;Chico Science & Nação Zumbi
274;Samba Makossa;Da Lama Ao Caos;Chico Science & Nação Zumbi
275;Da Lama Ao Caos;Da Lama Ao Caos;Chico Science & Nação Zumbi
276;Maracatu De Tiro Certeiro;Da Lama Ao Caos;Chico Science & Nação Zumbi
277;Salustiano Song;Da Lama Ao Caos;Chico Science & Nação Zumbi
278;Antene Se;Da Lama Ao Caos;Chico Science & Nação Zumbi
279;Risoflora;Da Lama Ao Caos;Chico Science & Nação Zumbi
280;Lixo Do Mangue;Da Lama Ao Caos;Chico Science & Nação Zumbi
281;Computadores Fazem Arte;Da Lama Ao Caos;Chico Science & Nação Zumbi
282;Girassol;Acústico MTV [Live];Cidade Negra
283;A Sombra Da Maldade;Acústico MTV [Live];Cidade Negra
284;Johnny B. Goode;Acústico MTV [Live];Cidade Negra
285;Soldado Da Paz;Acústico MTV [Live];Cidade Negra
286;Firmamento;Acústico MTV [Live];Cidade Negra
287;Extra;Acústico MTV [Live];Cidade Negra
288;O Erê;Acústico MTV [Live];Cidade Negra
289;Podes Crer;Acústico MTV [Live];Cidade Negra
290;A Estrada;Acústico MTV [Live];Cidade Negra
291;Berlim;Acústico MTV [Live];Cidade Negra
292;Já Foi;Acústico MTV [Live];Cidade Negra
293;Onde Você Mora?;Acústico MTV [Live];Cidade Negra
294;Pensamento;Acústico MTV [Live];Cidade Negra
295;Conciliação;Acústico MTV [Live];Cidade Negra
296;Realidade Virtual;Acústico MTV [Live];Cidade Negra
297;Mensagem;Acústico MTV [Live];Cidade Negra
298;A Cor Do Sol;Acústico MTV [Live];Cidade Negra
299;Onde Você Mora?;Cidade Negra - Hits;Cidade Negra
300;O Erê;Cidade Negra - Hits;Cidade Negra
301;A Sombra Da Maldade;Cidade Negra - Hits;Cidade Negra
302;A Estrada;Cidade Negra - Hits;Cidade Negra
303;Falar A Verdade;Cidade Negra - Hits;Cidade Negra
304;Firmamento;Cidade Negra - Hits;Cidade Negra
305;Pensamento;Cidade Negra - Hits;Cidade Negra
306;Realidade Virtual;Cidade Negra - Hits;Cidade Negra
307;Doutor;Cidade Negra - Hits;Cidade Negra
308;Na Frente Da TV;Cidade Negra - Hits;Cidade Negra
309;Downtown;Cidade Negra - Hits;Cidade Negra
310;Sábado A Noite;Cidade Negra - Hits;Cidade Negra
311;A Cor Do Sol;Cidade Negra - Hits;Cidade Negra
312;Eu Também Quero Beijar;Cidade Negra - Hits;Cidade Negra
313;Noite Do Prazer;Na Pista;Cláudio Zoli
314;À Francesa;Na Pista;Cláudio Zoli
315;Cada Um Cada Um (A Namoradeira);Na Pista;Cláudio Zoli
316;Linha Do Equador;Na Pista;Cláudio Zoli
317;Amor Demais;Na Pista;Cláudio Zoli
318;Férias;Na Pista;Cláudio Zoli
319;Gostava Tanto De Você;Na Pista;Cláudio Zoli
320;Flor Do Futuro;Na Pista;Cláudio Zoli
321;Felicidade Urgente;Na Pista;Cláudio Zoli
322;Livre Pra Viver;Na Pista;Cláudio Zoli
323;Dig-Dig, Lambe-Lambe (Ao Vivo);Axé Bahia 2001;Various Artists
324;Pererê;Axé Bahia 2001;Various Artists
325;TriboTchan;Axé Bahia 2001;Various Artists
326;Tapa Aqui, Descobre Ali;Axé Bahia 2001;Various Artists
327;Daniela;Axé Bahia 2001;Various Artists
328;Bate Lata;Axé Bahia 2001;Various Artists
329;Garotas do Brasil;Axé Bahia 2001;Various Artists
330;Levada do Amor (Ailoviu);Axé Bahia 2001;Various Artists
331;Lavadeira;Axé Bahia 2001;Various Artists
332;Reboladeira;Axé Bahia 2001;Various Artists
333;É que Nessa Encarnação Eu Nasci Manga;Axé Bahia 2001;Various Artists
334;Reggae Tchan;Axé Bahia 2001;Various Artists
335;My Love;Axé Bahia 2001;Various Artists
336;Latinha de Cerveja;Axé Bahia 2001;Various Artists
337;You Shook Me;BBC Sessions [Disc 1] [Live];Led Zeppelin
338;I Can't Quit You Baby;BBC Sessions [Disc 1] [Live];Led Zeppelin
339;Communication Breakdown;BBC Sessions [Disc 1] [Live];Led Zeppelin
340;Dazed and Confused;BBC Sessions [Disc 1] [Live];Led Zeppelin
341;The Girl I Love She Got Long Black Wavy Hair;BBC Sessions [Disc 1] [Live];Led Zeppelin
342;What is and Should Never Be;BBC Sessions [Disc 1] [Live];Led Zeppelin
343;Communication Breakdown(2);BBC Sessions [Disc 1] [Live];Led Zeppelin
344;Travelling Riverside Blues;BBC Sessions [Disc 1] [Live];Led Zeppelin
345;Whole Lotta Love;BBC Sessions [Disc 1] [Live];Led Zeppelin
346;Somethin' Else;BBC Sessions [Disc 1] [Live];Led Zeppelin
347;Communication Breakdown(3);BBC Sessions [Disc 1] [Live];Led Zeppelin
348;I Can't Quit You Baby(2);BBC Sessions [Disc 1] [Live];Led Zeppelin
349;You Shook Me(2);BBC Sessions [Disc 1] [Live];Led Zeppelin
350;How Many More Times;BBC Sessions [Disc 1] [Live];Led Zeppelin
351;Debra Kadabra;Bongo Fury;Frank Zappa & Captain Beefheart
352;Carolina Hard-Core Ecstasy;Bongo Fury;Frank Zappa & Captain Beefheart
353;Sam With The Showing Scalp Flat Top;Bongo Fury;Frank Zappa & Captain Beefheart
354;Poofter's Froth Wyoming Plans Ahead;Bongo Fury;Frank Zappa & Captain Beefheart
355;200 Years Old;Bongo Fury;Frank Zappa & Captain Beefheart
356;Cucamonga;Bongo Fury;Frank Zappa & Captain Beefheart
357;Advance Romance;Bongo Fury;Frank Zappa & Captain Beefheart
358;Man With The Woman Head;Bongo Fury;Frank Zappa & Captain Beefheart
359;Muffin Man;Bongo Fury;Frank Zappa & Captain Beefheart
360;Vai-Vai 2001;Carnaval 2001;Various Artists
361;X-9 2001;Carnaval 2001;Various Artists
362;Gavioes 2001;Carnaval 2001;Various Artists
363;Nene 2001;Carnaval 2001;Various Artists
364;Rosas De Ouro 2001;Carnaval 2001;Various Artists
365;Mocidade Alegre 2001;Carnaval 2001;Various Artists
366;Camisa Verde 2001;Carnaval 2001;Various Artists
367;Leandro De Itaquera 2001;Carnaval 2001;Various Artists
368;Tucuruvi 2001;Carnaval 2001;Various Artists
369;Aguia De Ouro 2001;Carnaval 2001;Various Artists
370;Ipiranga 2001;Carnaval 2001;Various Artists
371;Morro Da Casa Verde 2001;Carnaval 2001;Various Artists
372;Perola Negra 2001;Carnaval 2001;Various Artists
373;Sao Lucas 2001;Carnaval 2001;Various Artists
374;Guanabara;Chill: Brazil (Disc 1);Marcos Valle
375;Mas Que Nada;Chill: Brazil (Disc 1);Marcos Valle
376;Vôo Sobre o Horizonte;Chill: Brazil (Disc 1);Marcos Valle
377;A Paz;Chill: Brazil (Disc 1);Marcos Valle
378;Wave (Vou te Contar);Chill: Brazil (Disc 1);Marcos Valle
379;Água de Beber;Chill: Brazil (Disc 1);Marcos Valle
380;Samba da Bençaco;Chill: Brazil (Disc 1);Marcos Valle
381;Pode Parar;Chill: Brazil (Disc 1);Marcos Valle
382;Menino do Rio;Chill: Brazil (Disc 1);Marcos Valle
383;Ando Meio Desligado;Chill: Brazil (Disc 1);Marcos Valle
384;Mistério da Raça;Chill: Brazil (Disc 1);Marcos Valle
385;All Star;Chill: Brazil (Disc 1);Marcos Valle
386;Menina Bonita;Chill: Brazil (Disc 1);Marcos Valle
387;Pescador de Ilusões;Chill: Brazil (Disc 1);Marcos Valle
388;À Vontade (Live Mix);Chill: Brazil (Disc 1);Marcos Valle
389;Maria Fumaça;Chill: Brazil (Disc 1);Marcos Valle
390;Sambassim (dj patife remix);Chill: Brazil (Disc 1);Marcos Valle
391;Garota De Ipanema;Chill: Brazil (Disc 2);Antônio Carlos Jobim
392;Tim Tim Por Tim Tim;Chill: Brazil (Disc 2);Antônio Carlos Jobim
393;Tarde Em Itapoã;Chill: Brazil (Disc 2);Antônio Carlos Jobim
394;Tanto Tempo;Chill: Brazil (Disc 2);Antônio Carlos Jobim
395;Eu Vim Da Bahia - Live;Chill: Brazil (Disc 2);Antônio Carlos Jobim
396;Alô Alô Marciano;Chill: Brazil (Disc 2);Antônio Carlos Jobim
397;Linha Do Horizonte;Chill: Brazil (Disc 2);Antônio Carlos Jobim
398;Only A Dream In Rio;Chill: Brazil (Disc 2);Antônio Carlos Jobim
399;Abrir A Porta;Chill: Brazil (Disc 2);Antônio Carlos Jobim
400;Alice;Chill: Brazil (Disc 2);Antônio Carlos Jobim
401;Momentos Que Marcam;Chill: Brazil (Disc 2);Antônio Carlos Jobim
402;Um Jantar Pra Dois;Chill: Brazil (Disc 2);Antônio Carlos Jobim
403;Bumbo Da Mangueira;Chill: Brazil (Disc 2);Antônio Carlos Jobim
404;Mr Funk Samba;Chill: Brazil (Disc 2);Antônio Carlos Jobim
405;Santo Antonio;Chill: Brazil (Disc 2);Antônio Carlos Jobim
406;Por Você;Chill: Brazil (Disc 2);Antônio Carlos Jobim
407;Só Tinha De Ser Com Você;Chill: Brazil (Disc 2);Antônio Carlos Jobim
408;Free Speech For The Dumb;Garage Inc. (Disc 1);Metallica
409;It's Electric;Garage Inc. (Disc 1);Metallica
410;Sabbra Cadabra;Garage Inc. (Disc 1);Metallica
411;Turn The Page;Garage Inc. (Disc 1);Metallica
412;Die Die My Darling;Garage Inc. (Disc 1);Metallica
413;Loverman;Garage Inc. (Disc 1);Metallica
414;Mercyful Fate;Garage Inc. (Disc 1);Metallica
415;Astronomy;Garage Inc. (Disc 1);Metallica
416;Whiskey In The Jar;Garage Inc. (Disc 1);Metallica
417;Tuesday's Gone;Garage Inc. (Disc 1);Metallica
418;The More I See;Garage Inc. (Disc 1);Metallica
419;A Kind Of Magic;Greatest Hits II;Queen
420;Under Pressure;Greatest Hits II;Queen
421;Radio GA GA;Greatest Hits II;Queen
422;I Want It All;Greatest Hits II;Queen
423;I Want To Break Free;Greatest Hits II;Queen
424;Innuendo;Greatest Hits II;Queen
425;It's A Hard Life;Greatest Hits II;Queen
426;Breakthru;Greatest Hits II;Queen
427;Who Wants To Live Forever;Greatest Hits II;Queen
428;Headlong;Greatest Hits II;Queen
429;The Miracle;Greatest Hits II;Queen
430;I'm Going Slightly Mad;Greatest Hits II;Queen
431;The Invisible Man;Greatest Hits II;Queen
432;Hammer To Fall;Greatest Hits II;Queen
433;Friends Will Be Friends;Greatest Hits II;Queen
434;The Show Must Go On;Greatest Hits II;Queen
435;One Vision;Greatest Hits II;Queen
436;Detroit Rock City;Greatest Kiss;Kiss
437;Black Diamond;Greatest Kiss;Kiss
438;Hard Luck Woman;Greatest Kiss;Kiss
439;Sure Know Something;Greatest Kiss;Kiss
440;Love Gun;Greatest Kiss;Kiss
441;Deuce;Greatest Kiss;Kiss
442;Goin' Blind;Greatest Kiss;Kiss
443;Shock Me;Greatest Kiss;Kiss
444;Do You Love Me;Greatest Kiss;Kiss
445;She;Greatest Kiss;Kiss
446;I Was Made For Loving You;Greatest Kiss;Kiss
447;Shout It Out Loud;Greatest Kiss;Kiss
448;God Of Thunder;Greatest Kiss;Kiss
449;Calling Dr. Love;Greatest Kiss;Kiss
450;Beth;Greatest Kiss;Kiss
451;Strutter;Greatest Kiss;Kiss
452;Rock And Roll All Nite;Greatest Kiss;Kiss
453;Cold Gin;Greatest Kiss;Kiss
454;Plaster Caster;Greatest Kiss;Kiss
455;God Gave Rock 'n' Roll To You;Greatest Kiss;Kiss
456;Heart of the Night;Heart of the Night;Spyro Gyra
